boosts,damageDealt,heals,killStreaks,longestKill,rideDistance,walkDistance,weaponsAcquired
0,0.0,0,0,0.0,0.0,387.1,9
1,100.0,3,1,8.63,0.0,462.7,3
0,0.0,0,0,0.0,0.0,448.6,2
0,190.3,0,1,20.05,0.0,92.0,1
3,687.8,4,1,174.9,3253.0,1430.0,4
0,0.0,0,0,0.0,0.0,28.58,1
7,0.0,0,0,0.0,0.0,1654.0,9
2,204.1,1,1,61.63,8561.0,2567.0,6
1,216.7,0,1,24.8,7350.0,1848.0,4
3,392.5,1,1,25.98,649.4,2214.0,6
1,76.5,0,0,0.0,0.0,256.2,2
0,0.0,0,0,0.0,0.0,122.3,3
0,92.2,0,0,0.0,0.0,484.2,8
0,28.08,0,0,0.0,0.0,344.9,2
2,249.5,1,1,48.43,0.0,1073.0,7
6,96.53,4,0,0.0,0.0,3497.0,3
4,178.3,1,1,31.55,0.0,3769.0,5
0,0.0,0,0,0.0,0.0,2384.0,3
0,100.0,0,1,7.58,0.0,536.0,4
2,292.8,2,1,14.6,484.6,2275.0,4
0,114.7,1,1,116.6,0.0,596.8,3
2,100.0,0,1,3.75,0.0,297.0,4
1,0.0,1,0,0.0,0.0,820.3,6
2,40.72,1,1,11.57,0.0,1585.0,6
3,521.9,2,1,164.1,1483.0,1330.0,7
1,211.5,6,1,48.04,0.0,292.9,3
1,0.0,0,0,0.0,1106.0,1271.0,1
1,29.47,0,0,0.0,251.3,1270.0,4
0,171.4,0,1,72.22,0.0,1526.0,4
0,0.0,0,0,0.0,0.0,182.4,4
0,0.0,0,0,0.0,0.0,363.7,4
0,0.0,0,0,0.0,0.0,41.98,2
0,0.0,0,0,0.0,0.0,72.26,3
6,469.0,1,2,137.4,1543.0,2552.0,4
0,0.0,0,0,0.0,0.0,249.8,5
0,0.0,0,0,0.0,0.0,8.78,0
0,0.0,0,0,0.0,2236.0,1053.0,2
0,0.0,0,0,0.0,0.0,73.17,4
0,110.3,6,1,3.75,2046.0,1059.0,7
0,335.4,0,1,22.07,1110.0,1522.0,5
5,100.0,1,1,4.86,0.0,1806.0,8
0,0.0,0,0,0.0,0.0,37.58,1
0,49.02,0,0,0.0,0.0,546.2,13
2,0.0,1,0,0.0,1988.0,1251.0,3
0,117.4,1,1,54.03,0.0,144.5,1
0,25.18,0,0,0.0,0.0,51.96,2
0,0.0,2,0,0.0,6328.0,804.9,3
3,116.0,1,0,0.0,748.2,2761.0,6
4,222.9,3,1,16.54,0.0,667.7,3
0,53.93,0,0,0.0,0.0,1871.0,3
0,100.0,1,1,20.92,0.0,149.5,2
0,74.82,0,0,0.0,0.0,215.4,4
0,91.05,0,0,0.0,0.0,337.0,5
0,0.0,0,0,0.0,0.0,0.0,0
1,0.0,0,0,0.0,12460.0,78.37,2
0,21.15,0,0,0.0,0.0,383.7,2
0,33.43,0,0,0.0,0.0,26.27,1
0,100.0,0,1,32.49,0.0,489.4,4
0,143.0,0,1,5.04,0.0,51.77,1
0,27.64,0,0,0.0,3698.0,1779.0,2
2,231.7,2,1,90.97,0.0,1394.0,4
2,0.0,1,0,0.0,0.0,1814.0,2
1,0.0,0,0,0.0,0.0,130.8,2
0,0.0,0,0,0.0,193.6,337.3,3
0,200.0,0,1,106.1,932.8,822.7,6
0,0.0,0,0,0.0,0.0,42.51,0
0,134.2,0,0,0.0,0.0,453.2,3
0,51.61,0,0,0.0,0.0,0.0,3
0,34.17,0,0,0.0,0.0,1544.0,4
2,212.6,1,1,14.96,0.0,1728.0,5
0,165.8,0,1,16.69,0.0,148.2,4
3,23.4,1,0,0.0,0.0,557.4,3
0,0.0,0,0,0.0,0.0,381.6,2
0,0.0,0,0,0.0,0.0,1195.0,3
0,0.0,0,0,0.0,0.0,0.75,0
2,185.2,1,1,14.0,1252.0,2895.0,4
2,230.0,2,2,21.91,0.0,726.2,3
0,100.0,0,1,7.25,0.0,484.1,1
1,271.9,0,1,112.0,0.0,2561.0,2
0,0.0,0,0,0.0,55.06,152.2,2
1,0.0,2,0,0.0,0.0,377.4,5
3,200.0,1,1,42.61,5852.0,1602.0,5
0,0.0,0,0,0.0,0.0,81.58,0
1,0.0,1,0,0.0,0.0,1229.0,3
0,35.55,0,0,0.0,2012.0,1964.0,3
0,200.0,0,1,13.96,0.0,216.5,4
2,100.0,6,1,12.23,0.0,686.7,6
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,12.28,0
0,100.0,0,1,51.46,0.0,2037.0,3
0,61.9,0,0,0.0,0.0,284.6,4
0,0.0,0,0,0.0,0.0,1842.0,8
0,99.65,0,0,0.0,0.0,39.79,2
0,0.0,0,0,0.0,0.0,230.6,2
0,0.0,0,0,0.0,0.0,0.0,0
1,0.0,0,0,0.0,0.0,1671.0,6
2,0.0,1,0,0.0,0.0,3252.0,4
0,63.79,0,0,0.0,401.8,758.8,1
0,58.97,0,0,0.0,0.0,519.9,4
0,0.0,0,0,0.0,1388.0,886.4,3
0,0.0,0,0,0.0,0.0,7.43,1
0,0.0,1,0,0.0,0.0,1729.0,4
1,100.0,0,1,3.38,0.0,268.5,6
0,62.4,0,0,0.0,0.0,14.74,1
0,0.0,0,0,0.0,0.0,40.62,2
0,100.8,0,1,10.22,5279.0,2094.0,4
0,198.2,0,1,19.24,11280.0,2576.0,4
0,200.0,0,1,15.27,0.0,1831.0,5
2,426.2,0,1,105.0,0.0,1056.0,3
0,29.95,0,0,0.0,0.0,408.2,2
0,100.0,0,1,21.54,0.0,244.3,4
0,100.0,0,1,6.51,0.0,332.7,2
0,37.73,0,0,0.0,0.0,351.3,3
0,0.0,2,0,0.0,0.0,1906.0,4
6,360.7,3,1,64.03,0.0,2433.0,8
0,19.36,1,0,0.0,1731.0,2496.0,2
2,187.9,0,1,42.33,0.0,391.9,2
0,17.29,0,0,0.0,0.0,23.35,1
5,607.1,6,1,93.22,2897.0,4470.0,4
0,37.32,0,0,0.0,0.0,458.3,2
2,99.6,0,1,26.36,0.0,1272.0,3
8,1208.0,2,1,67.88,0.0,3167.0,3
1,0.0,24,0,0.0,0.0,2180.0,6
0,0.0,0,0,0.0,0.0,45.54,2
1,100.0,0,1,2.45,0.0,156.1,5
0,100.0,0,1,34.18,0.0,1155.0,6
1,400.0,2,1,41.08,177.7,568.5,5
0,0.0,0,0,0.0,0.0,85.52,1
0,0.0,0,0,0.0,0.0,50.25,1
7,648.5,2,2,60.23,323.7,2408.0,5
0,0.0,0,0,0.0,0.0,0.0,0
1,261.0,4,1,1.82,0.0,2257.0,4
4,466.6,0,1,92.21,1809.0,2192.0,7
2,100.0,2,1,2.79,0.0,104.5,2
0,0.0,0,0,0.0,0.0,28.9,1
1,101.0,1,1,162.4,0.0,510.9,2
0,29.07,0,0,0.0,0.0,381.5,3
0,0.0,0,0,0.0,0.0,49.89,3
1,142.6,5,1,41.79,0.0,419.7,4
4,186.0,2,1,3.72,1333.0,1034.0,5
0,123.4,0,1,22.72,0.0,956.9,5
0,276.5,0,2,55.1,0.0,855.4,5
2,185.9,0,1,11.02,5930.0,1161.0,8
6,308.0,7,1,177.6,0.0,1853.0,4
0,0.0,0,0,0.0,0.0,0.0,0
3,137.6,1,1,123.3,0.0,1761.0,4
0,0.0,0,0,0.0,0.0,804.2,6
0,100.0,0,1,23.16,0.0,116.4,2
0,0.0,0,0,0.0,0.01,78.73,0
2,355.0,5,2,26.72,0.0,1067.0,2
4,266.0,4,1,1.11,0.0,1267.0,6
2,460.7,6,1,11.98,0.0,1513.0,4
4,277.0,7,1,28.53,204.4,2365.0,9
0,100.0,0,1,5.78,0.0,599.4,6
1,0.0,1,0,0.0,0.0,1426.0,3
1,100.0,0,0,0.0,0.0,258.2,1
0,31.33,0,0,0.0,0.0,239.0,1
0,162.8,0,1,55.17,0.0,663.8,4
1,180.0,1,1,1.39,0.0,349.8,4
4,48.0,5,0,0.0,4925.0,2676.0,4
0,0.0,0,0,0.0,0.0,7.14,2
3,500.8,4,0,0.0,0.0,0.0,2
0,0.0,0,0,0.0,0.0,65.69,0
0,110.4,0,1,42.13,0.0,224.3,1
0,158.9,0,1,35.84,0.0,340.8,3
1,91.3,1,0,0.0,0.0,2208.0,3
0,100.0,0,1,2.42,0.0,763.2,6
0,100.0,0,1,5.23,0.0,551.4,7
5,604.4,1,1,223.7,2331.0,2797.0,5
0,0.0,0,0,0.0,0.0,561.7,4
0,15.27,0,0,0.0,0.0,63.65,2
3,100.0,0,1,5.27,0.0,2692.0,5
0,0.0,0,0,0.0,0.0,391.1,4
0,61.92,0,0,0.0,0.0,565.8,5
1,562.0,0,1,73.48,1260.0,1778.0,6
4,161.9,0,1,12.67,0.0,2888.0,4
0,0.0,0,0,0.0,0.0,195.2,3
0,0.0,0,0,0.0,0.0,0.0,2
8,876.9,7,1,72.74,5053.0,4026.0,8
0,56.33,0,0,0.0,0.0,15.11,1
0,0.0,0,0,0.0,0.01,250.2,3
2,185.8,1,1,155.6,0.0,1306.0,3
0,0.0,0,0,0.0,0.0,264.9,3
0,0.0,0,0,0.0,0.0,3587.0,6
2,100.0,1,1,9.01,0.0,907.8,5
0,46.2,0,0,0.0,0.0,777.7,4
10,618.4,1,1,81.61,129.0,2866.0,5
0,200.0,0,1,127.7,0.0,1502.0,5
0,0.0,0,0,0.0,1099.0,3692.0,6
0,295.5,0,1,20.79,1864.0,1632.0,5
5,289.2,4,1,107.8,2084.0,1244.0,5
0,206.2,0,1,4.95,0.0,767.8,4
0,0.0,0,0,0.0,0.0,128.3,6
0,0.0,0,0,0.0,0.0,1047.0,3
0,0.0,0,0,0.0,3.89,380.3,5
0,200.0,0,1,41.87,0.0,485.9,3
0,0.0,0,0,0.0,0.01,689.6,6
0,109.0,0,1,33.1,0.0,448.7,2
0,49.14,0,0,0.0,0.0,146.7,1
0,100.0,0,0,0.0,0.0,91.94,9
0,0.0,0,0,0.0,0.0,252.6,1
0,0.0,1,0,0.0,3739.0,1783.0,6
0,123.7,0,0,0.0,0.0,1137.0,3
3,391.9,0,1,52.66,0.0,3989.0,4
0,98.0,0,0,0.0,0.0,29.26,3
0,85.07,0,0,0.0,0.0,1450.0,6
3,396.0,0,1,13.37,0.0,818.5,3
0,198.0,0,0,0.0,0.0,0.0,9
0,0.0,0,0,0.0,0.0,0.0,0
1,0.0,1,0,0.0,0.0,423.3,2
2,251.6,0,1,36.47,0.0,547.1,5
0,0.0,0,0,0.0,0.0,532.4,3
0,301.6,0,0,0.0,0.0,0.0,3
3,379.9,3,1,65.27,257.3,4315.0,6
1,375.0,0,1,30.41,324.9,1482.0,6
3,100.0,6,1,5.25,3327.0,1230.0,6
0,154.5,0,1,5.17,0.0,24.38,2
0,96.82,0,1,51.15,660.1,1746.0,3
0,0.0,0,0,0.0,0.0,231.2,5
4,90.51,7,1,3.37,2601.0,2010.0,3
0,0.0,0,0,0.0,0.0,0.0,0
0,68.42,0,0,0.0,0.0,0.0,7
0,0.0,0,0,0.0,0.0,93.28,0
0,0.0,0,0,0.0,0.0,0.0,1
0,77.76,0,1,22.18,0.0,827.8,6
0,89.28,0,1,96.45,0.0,2018.0,6
2,182.6,1,1,89.5,0.0,833.2,5
0,0.0,0,0,0.0,0.0,966.5,3
5,0.0,5,0,0.0,2968.0,1434.0,5
0,0.0,1,0,0.0,0.0,1245.0,5
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,47.94,1
0,19.35,0,0,0.0,0.0,138.9,5
1,0.0,2,0,0.0,0.0,2584.0,6
0,21.29,0,0,0.0,0.0,715.1,1
0,28.53,0,0,0.0,0.0,280.1,1
0,0.0,0,0,0.0,0.0,240.8,3
1,100.0,5,1,15.87,0.0,490.0,5
0,100.0,0,1,10.86,0.0,1774.0,4
4,332.9,4,1,49.92,1302.0,1757.0,8
0,0.0,0,0,0.0,0.0,198.0,3
0,0.0,0,0,0.0,0.0,18.89,1
0,0.0,0,0,0.0,0.0,0.0,0
0,30.8,0,0,0.0,0.0,147.7,5
0,298.3,0,1,23.41,0.0,87.19,2
2,248.5,0,1,60.97,0.0,1015.0,4
0,25.23,0,1,49.13,885.1,2885.0,8
4,373.1,6,1,29.14,5533.0,1934.0,6
0,0.0,0,0,0.0,206.8,342.8,2
0,33.06,0,0,0.0,0.0,3.14,1
0,17.16,0,0,0.0,0.0,21.19,1
0,193.3,0,1,1.16,0.0,239.3,2
0,8.04,0,0,0.0,1603.0,64.59,1
0,57.72,0,1,60.26,0.0,409.6,4
0,29.4,0,0,0.0,0.0,335.6,3
2,0.0,0,0,0.0,0.0,1144.0,5
0,100.0,0,1,22.01,0.0,1776.0,5
0,0.0,0,0,0.0,0.0,85.24,2
1,0.0,0,0,0.0,0.0,109.1,2
0,100.0,0,1,22.94,0.0,325.8,6
0,300.5,0,0,0.0,0.0,0.0,3
0,63.99,0,0,0.0,0.0,745.6,3
3,645.1,9,1,211.3,3305.0,2643.0,9
0,100.0,3,1,5.22,0.0,93.27,3
0,0.0,0,0,0.0,0.0,26.66,0
0,0.0,0,0,0.0,0.0,198.7,2
0,198.0,0,0,0.0,0.0,0.0,6
2,242.7,7,1,132.0,0.0,891.6,4
1,0.0,1,0,0.0,0.0,2332.0,6
0,0.0,0,0,0.0,0.0,106.4,1
5,234.6,7,1,93.77,0.0,3464.0,8
0,0.0,0,0,0.0,0.0,22.35,1
0,100.0,0,1,5.58,0.0,133.2,3
0,0.0,0,0,0.0,0.0,704.2,6
0,24.48,0,0,0.0,0.0,175.8,1
0,231.2,0,1,65.79,0.0,1123.0,5
6,716.1,2,2,120.3,0.0,3106.0,7
6,224.0,3,1,12.68,0.0,1776.0,2
2,149.5,5,1,37.33,0.0,3765.0,4
0,0.0,0,0,0.0,3904.0,1719.0,12
0,0.0,0,0,0.0,0.0,52.75,2
0,212.2,0,0,0.0,0.0,0.0,2
0,0.0,0,0,0.0,0.0,575.0,3
0,28.92,3,0,0.0,3303.0,1539.0,5
0,26.0,0,0,0.0,0.0,0.0,2
0,0.0,0,0,0.0,0.0,166.2,1
6,738.5,4,1,80.79,1510.0,2466.0,8
0,183.4,0,0,0.0,0.0,0.0,2
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,767.2,2
1,0.0,1,0,0.0,150.1,983.4,15
0,0.0,0,0,0.0,597.8,1508.0,5
1,0.0,0,0,0.0,722.9,1048.0,10
0,54.6,0,0,0.0,0.0,243.7,3
1,175.1,2,1,69.47,0.0,3368.0,9
0,0.0,0,0,0.0,0.0,2092.0,5
5,200.0,0,1,20.05,0.0,2243.0,3
1,159.1,0,1,15.18,0.0,120.2,6
0,0.0,0,0,0.0,0.0,67.35,3
8,303.7,2,1,244.8,0.0,2946.0,6
1,554.5,0,1,32.61,0.0,867.9,5
2,572.2,2,1,73.8,0.0,3178.0,5
0,46.53,0,0,0.0,0.0,127.8,4
0,0.0,0,0,0.0,0.0,88.19,3
0,0.0,0,0,0.0,0.0,0.0,0
5,541.0,2,2,129.8,0.0,3603.0,4
0,200.0,0,1,55.45,0.0,1713.0,3
0,0.0,0,0,0.0,0.0,63.13,2
2,0.0,15,0,0.0,2536.0,1352.0,4
5,503.0,3,1,37.78,894.1,1592.0,3
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,109.1,2
0,0.0,0,0,0.0,0.0,109.9,1
0,80.34,0,0,0.0,0.0,179.9,2
0,0.0,0,0,0.0,0.0,56.19,1
0,0.0,0,0,0.0,0.0,558.0,2
0,0.0,0,0,0.0,0.0,91.39,0
2,69.3,1,0,0.0,812.0,5169.0,3
2,26.81,0,0,0.0,0.0,2145.0,5
0,18.34,0,0,0.0,206.4,539.9,1
0,0.0,0,0,0.0,0.0,56.21,2
0,93.74,0,0,0.0,0.0,326.4,6
1,100.0,0,1,70.93,0.0,455.5,6
10,501.0,1,1,66.74,0.0,2734.0,7
0,100.0,0,1,10.77,0.0,157.3,2
0,46.6,0,0,0.0,0.0,273.7,3
0,0.0,0,0,0.0,0.0,230.6,3
0,159.5,1,1,0.0,0.0,568.8,4
4,219.3,2,1,17.38,0.0,1735.0,5
2,200.0,0,1,14.68,694.7,1055.0,5
1,86.0,0,0,0.0,0.0,22.17,3
3,473.2,0,1,95.67,0.0,2111.0,6
0,28.62,0,0,0.0,0.0,8.7,1
0,0.0,4,0,0.0,1203.0,2478.0,3
0,32.34,0,0,0.0,0.0,178.8,1
0,0.0,0,0,0.0,0.0,0.0,1
0,0.0,0,0,0.0,0.0,118.5,3
0,0.0,0,0,0.0,1795.0,179.2,3
4,229.3,4,1,103.2,4988.0,2145.0,4
2,92.0,0,1,171.6,0.0,321.0,4
0,0.0,0,0,0.0,0.0,424.9,7
0,0.0,0,0,0.0,0.0,15.97,2
1,103.0,1,1,5.6,0.0,488.4,5
2,378.9,2,1,20.28,0.0,601.3,3
0,46.8,0,0,0.0,2719.0,373.5,3
2,0.0,0,0,0.0,0.0,1375.0,5
5,383.5,1,1,122.9,0.0,1904.0,5
2,25.8,6,0,0.0,151.2,2031.0,4
5,346.2,10,1,362.0,1650.0,3610.0,7
0,100.0,0,1,1.12,0.0,271.7,2
0,100.0,0,1,14.63,0.0,10.88,1
0,100.0,0,1,9.78,0.0,76.09,7
0,151.8,0,0,0.0,0.0,63.07,1
3,504.0,0,1,195.2,1627.0,2501.0,3
5,501.8,3,1,157.4,4327.0,3285.0,6
0,100.0,0,1,9.56,0.0,1559.0,3
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,743.7,1
0,46.8,0,0,0.0,0.0,941.1,4
0,0.0,0,0,0.0,0.0,2020.0,2
5,283.8,4,1,24.9,1252.0,1445.0,16
0,99.4,0,1,13.53,0.0,1495.0,4
0,0.0,0,0,0.0,0.0,577.1,4
0,0.0,0,0,0.0,0.0,315.2,3
0,0.0,0,0,0.0,2590.0,628.1,5
0,189.5,0,1,32.91,1805.0,2096.0,5
0,44.37,0,1,3.52,0.0,1882.0,7
0,100.0,0,1,29.05,0.0,642.9,4
0,20.14,0,1,9.31,0.0,329.3,1
5,787.9,7,2,54.45,2.38,2925.0,5
3,0.0,1,0,0.0,0.01,3963.0,7
0,0.0,0,0,0.0,0.0,96.35,1
0,198.3,0,1,48.61,0.0,485.2,2
0,0.0,0,0,0.0,0.0,306.0,3
3,501.2,0,0,0.0,0.0,143.7,6
0,75.0,0,1,2.74,0.0,459.0,2
9,760.8,1,1,46.52,0.0,2919.0,5
1,226.5,0,1,48.73,922.9,1661.0,6
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,0.0,19
0,18.68,0,0,0.0,0.0,938.4,10
0,0.0,0,0,0.0,0.0,274.7,3
1,41.15,5,0,0.0,0.0,1368.0,5
0,99.11,0,0,0.0,0.0,43.74,1
0,25.8,0,0,0.0,0.0,97.39,1
0,83.46,0,0,0.0,763.4,356.3,3
0,0.0,0,0,0.0,0.0,0.0,0
2,22.07,0,0,0.0,0.0,1492.0,8
0,0.0,0,0,0.0,0.0,8.75,1
0,0.0,0,0,0.0,366.8,852.3,4
2,161.0,1,1,61.13,0.0,2109.0,3
0,282.9,0,2,18.96,752.0,915.2,5
1,49.45,1,0,0.0,4614.0,2495.0,7
0,32.95,0,0,0.0,0.0,52.04,1
4,371.6,3,1,46.13,1456.0,2663.0,4
0,0.0,0,0,0.0,0.0,911.8,5
0,94.74,0,0,0.0,1683.0,1284.0,2
1,302.4,0,1,103.5,0.0,482.9,3
1,36.54,6,0,0.0,0.0,790.9,5
2,200.0,0,1,43.19,0.0,1128.0,7
4,298.8,1,1,34.69,5151.0,2373.0,6
0,0.0,0,0,0.0,0.0,43.17,0
5,0.0,4,0,0.0,4980.0,2945.0,11
1,142.5,2,1,116.4,0.0,2761.0,6
2,87.22,0,0,0.0,87.33,361.0,2
3,420.1,4,1,156.6,4737.0,1751.0,7
5,491.3,1,1,84.24,0.0,2248.0,4
3,100.0,27,1,0.0,2400.0,2120.0,7
0,86.6,0,0,0.0,0.0,361.7,2
1,394.0,1,1,9.68,1590.0,2296.0,5
1,162.5,1,1,21.43,0.0,2133.0,2
1,0.0,16,0,0.0,0.0,3484.0,6
0,0.0,0,0,0.0,0.0,421.8,3
0,129.7,0,1,89.47,0.0,400.1,7
4,65.97,0,0,0.0,4089.0,898.5,3
0,0.0,0,0,0.0,1261.0,2208.0,14
6,628.8,8,1,94.74,0.0,4661.0,7
0,0.0,0,0,0.0,0.0,361.4,2
1,7.43,0,0,0.0,1072.0,853.6,2
0,0.0,3,0,0.0,0.0,2094.0,3
4,138.7,1,1,27.95,3052.0,1656.0,5
0,0.0,0,0,0.0,0.0,149.5,2
2,0.0,0,0,0.0,833.5,920.3,2
1,215.2,1,1,18.88,0.0,224.2,2
1,0.0,1,0,0.0,0.0,274.4,2
3,234.0,3,1,66.81,0.0,2055.0,6
2,321.3,1,1,104.6,0.0,759.1,3
1,100.0,1,1,9.79,0.0,377.1,3
0,174.9,0,1,5.74,0.0,72.93,2
5,199.6,2,1,90.98,0.0,2788.0,3
0,24.0,0,0,0.0,0.0,17.8,1
0,0.0,0,0,0.0,0.0,65.46,0
2,17.67,1,0,0.0,1967.0,1339.0,2
0,0.0,0,0,0.0,0.0,8.15,1
1,0.0,0,0,0.0,3805.0,1496.0,4
0,0.0,0,0,0.0,0.0,0.0,23
0,0.0,0,0,0.0,0.0,86.76,3
0,0.0,0,0,0.0,1214.0,3.23,0
0,250.3,0,1,40.68,1778.0,724.3,4
0,58.69,0,0,0.0,0.0,381.6,4
0,0.0,0,0,0.0,0.0,0.0,0
3,494.5,4,1,43.95,0.01,2078.0,8
0,96.17,1,1,0.8,0.0,373.8,3
0,42.31,0,0,0.0,0.0,1535.0,4
0,0.0,0,0,0.0,0.0,5.83,1
0,282.1,0,1,83.77,0.0,882.3,10
0,0.0,0,0,0.0,0.0,157.8,3
0,50.76,0,0,0.0,0.0,0.0,6
0,0.0,0,0,0.0,0.0,59.95,3
1,186.0,0,1,14.2,0.0,179.3,3
0,0.81,0,0,0.0,1299.0,248.9,2
0,81.0,0,1,44.08,0.0,186.9,3
0,472.7,0,1,41.0,0.0,366.3,3
2,0.0,0,0,0.0,0.0,817.3,3
0,0.0,0,0,0.0,0.0,0.0,0
2,124.0,1,1,7.23,0.0,2596.0,7
0,0.0,0,0,0.0,0.0,0.0,1
0,186.6,1,1,114.3,2134.0,1969.0,2
0,0.0,0,0,0.0,0.0,460.6,3
0,7.95,0,0,0.0,0.0,908.4,5
0,0.0,0,0,0.0,0.0,211.3,2
1,23.22,0,0,0.0,0.0,269.0,2
0,180.3,0,1,78.04,0.0,770.3,3
0,0.0,0,0,0.0,0.0,173.8,3
2,301.1,0,1,13.98,0.0,1337.0,4
0,55.35,0,0,0.0,165.8,2923.0,5
0,0.0,0,0,0.0,2130.0,1749.0,2
0,40.0,0,0,0.0,0.0,145.5,1
0,0.0,0,0,0.0,0.0,1315.0,4
0,0.0,0,0,0.0,0.0,2.98,1
0,0.0,0,0,0.0,0.0,2294.0,4
2,160.5,0,1,26.83,1630.0,984.1,5
0,20.4,0,0,0.0,0.0,70.37,1
0,0.0,0,0,0.0,0.0,0.0,0
3,621.0,0,1,134.3,0.0,2442.0,6
0,100.0,5,1,2.1,0.0,1021.0,4
1,100.0,2,1,2.74,0.0,607.0,3
0,126.8,0,1,8.45,0.0,1607.0,3
1,487.9,3,1,22.08,0.0,561.0,4
8,307.4,9,1,31.26,8139.0,1618.0,4
1,224.8,3,1,115.5,3975.0,895.5,5
0,20.67,0,0,0.0,0.0,475.2,2
1,0.0,0,0,0.0,0.0,1039.0,1
3,448.0,12,1,197.2,782.4,1623.0,6
5,345.4,3,1,100.1,0.0,2343.0,5
0,92.89,0,0,0.0,0.0,44.64,1
0,0.0,0,0,0.0,0.0,1534.0,4
0,0.0,0,0,0.0,0.0,332.6,1
0,0.0,0,0,0.0,0.0,71.1,2
0,0.0,0,0,0.0,0.0,333.8,4
0,26.46,0,0,0.0,0.0,238.7,2
0,125.8,0,1,0.93,0.0,548.4,2
4,205.8,5,1,147.2,4499.0,1159.0,7
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,116.5,2
0,0.0,0,0,0.0,0.0,40.42,0
2,0.0,4,0,0.0,0.0,3125.0,5
0,0.0,0,0,0.0,0.0,28.08,3
2,188.3,2,1,21.45,3700.0,1907.0,8
0,0.0,0,0,0.0,0.0,41.26,2
4,0.0,1,0,0.0,0.0,4384.0,2
1,200.0,1,1,25.05,0.0,862.3,3
0,87.28,0,0,0.0,0.0,0.0,10
0,56.4,0,0,0.0,0.0,123.8,3
1,0.0,0,0,0.0,0.0,250.2,2
1,230.5,1,1,24.58,2376.0,657.0,3
0,0.0,0,0,0.0,0.0,239.5,1
0,0.0,0,0,0.0,0.0,82.34,1
0,0.0,1,0,0.0,3173.0,1378.0,4
0,0.0,0,0,0.0,0.0,97.88,2
0,141.1,0,0,0.0,0.0,1530.0,4
1,232.6,1,1,3.31,0.0,1654.0,5
0,0.0,0,0,0.0,0.0,36.3,0
0,72.45,0,0,0.0,0.0,234.5,2
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,37.01,2
5,397.8,4,1,3.54,1177.0,3707.0,8
6,450.4,5,1,49.15,1591.0,2221.0,9
1,36.53,1,1,27.36,0.0,3617.0,7
7,539.7,7,1,104.7,1721.0,3357.0,9
0,78.28,0,0,0.0,1677.0,771.2,4
0,173.1,0,1,146.8,0.0,1088.0,3
0,0.0,5,0,0.0,0.0,510.2,2
2,419.3,1,2,115.0,0.0,900.0,6
0,0.0,0,0,0.0,0.0,87.45,6
1,0.0,1,0,0.0,4857.0,2134.0,4
2,200.0,3,1,7.75,0.0,1302.0,6
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,271.9,0
0,100.0,0,1,108.4,1455.0,1596.0,7
0,126.0,0,1,34.48,0.0,2351.0,6
0,0.0,0,0,0.0,0.0,0.0,2
3,570.5,5,1,192.0,2732.0,2528.0,6
1,113.4,0,1,115.8,606.5,1679.0,3
0,47.0,0,0,0.0,0.0,22.2,1
0,100.0,0,1,3.03,2164.0,708.3,6
3,72.0,1,1,94.66,1386.0,3353.0,4
1,0.0,6,0,0.0,2543.0,394.9,7
0,88.67,1,0,0.0,0.0,495.2,2
0,0.0,0,0,0.0,0.0,865.4,5
0,0.0,0,0,0.0,0.0,1340.0,4
0,66.3,0,0,0.0,0.0,32.71,2
0,0.0,0,0,0.0,0.0,0.0,0
0,25.93,0,0,0.0,0.0,275.9,1
3,445.7,4,1,64.39,1267.0,1929.0,5
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,1186.0,2
2,337.2,1,1,119.8,1952.0,1224.0,7
0,0.0,0,0,0.0,0.0,129.1,0
0,0.0,1,0,0.0,0.0,602.8,5
0,92.82,0,0,0.0,0.0,172.5,2
3,83.0,0,1,12.78,2064.0,2007.0,6
0,0.0,0,0,0.0,0.0,55.46,3
0,0.0,0,0,0.0,0.0,555.7,5
0,100.0,0,1,4.01,0.0,631.6,4
0,55.65,0,0,0.0,0.0,1.08,1
0,9.6,0,0,0.0,2479.0,289.7,2
0,0.0,0,0,0.0,0.0,0.0,7
5,414.0,6,1,52.69,812.2,3409.0,5
0,176.6,0,0,0.0,0.0,0.0,1
0,0.0,0,0,0.0,0.0,67.79,1
3,75.0,1,1,53.87,1893.0,1728.0,11
5,122.6,2,1,2.0,5021.0,1160.0,8
3,200.0,0,1,18.24,0.0,979.0,5
0,0.0,0,0,0.0,0.0,0.0,1
0,0.0,0,0,0.0,0.0,412.8,3
4,300.0,3,1,11.93,0.0,1647.0,4
0,0.0,0,0,0.0,0.0,0.0,0
